team,date,AB,RS,H,HR,TB,BB,SF
ATL,20140802,46,2,11,0,14,7,0
ATL,20140803,37,3,8,0,13,3,0
ATL,20140805,32,2,6,0,8,1,0
ATL,20140806,36,3,10,0,12,2,0
ATL,20140808,34,4,9,4,22,3,0
ATL,20140809,40,0,9,0,10,5,0
ATL,20140810,32,3,9,1,12,5,0
ATL,20140811,34,2,6,0,8,1,0
ATL,20140812,33,2,6,1,10,2,0
ATL,20140813,32,3,8,0,9,3,0
ATL,20140814,36,4,11,0,14,4,0
ATL,20140815,34,4,8,4,21,4,0
ATL,20140816,32,4,9,0,10,2,0
ATL,20140817,29,3,6,2,12,1,0
ATL,20140818,41,4,15,2,21,2,0
ATL,20140819,42,9,14,2,22,4,0
ATL,20140820,30,1,5,0,7,4,0
ATL,20140821,35,5,8,1,13,10,0
ATL,20140822,46,1,11,1,17,6,0
ATL,20140823,29,0,3,0,5,3,0
ATL,20140824,37,3,9,1,14,5,0
ATL,20140826,31,2,8,0,10,2,0
ATL,20140827,31,3,5,1,10,3,0
ATL,20140828,38,5,13,1,20,1,0
ATL,20140829,32,4,9,1,12,4,0
ATL,20140830,33,0,9,0,9,1,0
ATL,20140831,35,1,11,1,14,1,0
ATL,20140901,27,0,0,0,0,6,0
ATL,20140902,28,0,3,0,5,4,0
ATL,20140903,32,6,7,1,11,9,0
ATL,20140905,32,3,5,1,9,1,0
ATL,20140906,41,2,11,1,15,3,0
ATL,20140907,32,0,5,0,6,1,0
ATL,20140908,30,1,4,0,5,4,0
ATL,20140909,34,2,7,1,13,0,0
ATL,20140910,39,5,13,1,20,3,0
ATL,20140912,34,0,8,0,8,2,0
ATL,20140913,31,2,6,0,7,4,0
ATL,20140914,36,3,10,1,16,1,0
ATL,20140915,36,2,9,0,12,1,0
ATL,20140916,31,0,5,0,5,0,0
ATL,20140917,30,3,7,0,7,3,0
ATL,20140919,32,0,5,0,6,2,0
ATL,20140920,35,2,9,0,10,1,0
ATL,20140921,31,2,4,0,5,3,0
ATL,20140922,31,0,4,0,4,4,0
ATL,20140923,28,2,6,0,7,2,0
ATL,20140924,35,5,11,1,18,6,0
ATL,20140925,34,0,7,0,8,2,0
ATL,20140926,36,3,11,1,19,1,0
ATL,20140927,32,3,6,2,13,3,0
ATL,20140928,30,2,3,1,6,2,0
ATL,20150406,35,2,6,0,7,1,0
ATL,20150407,39,12,14,0,18,7,0
ATL,20150408,29,1,6,1,9,4,0
ATL,20150410,36,4,9,1,15,3,0
ATL,20150411,32,5,9,1,17,0,0
ATL,20150412,34,3,7,1,13,0,0
ATL,20150413,29,3,7,0,10,6,0
ATL,20150414,35,2,8,2,15,2,0
ATL,20150415,30,2,3,2,9,2,0
ATL,20150417,40,7,12,2,21,5,0
ATL,20150418,39,3,9,3,18,4,0
ATL,20150419,33,4,8,0,10,5,0
ATL,20150421,32,1,5,1,8,6,0
ATL,20150422,33,0,8,0,11,3,0
ATL,20150423,34,1,8,0,10,1,0
ATL,20150424,26,0,2,0,3,2,0
ATL,20150425,34,5,9,1,14,4,0
ATL,20150426,36,4,10,1,16,4,0
ATL,20150427,39,3,13,1,17,4,0
ATL,20150428,44,11,17,0,21,7,0
ATL,20150429,32,4,8,0,9,1,0
ATL,20150430,28,1,4,0,6,3,0
ATL,20150501,29,3,5,1,9,6,0
ATL,20150502,33,3,7,1,11,3,0
ATL,20150503,33,4,9,2,18,1,0
ATL,20150504,35,2,8,0,10,4,0
ATL,20150505,34,6,12,2,18,6,0
ATL,20150506,33,6,12,1,19,2,0
ATL,20150508,31,1,6,0,9,3,0
ATL,20150509,36,6,9,0,13,2,0
ATL,20150510,38,4,12,0,13,3,0
ATL,20150511,38,2,11,1,15,2,0
ATL,20150512,36,2,9,0,13,6,0
ATL,20150513,29,1,2,0,4,3,0
ATL,20150515,39,3,13,0,17,0,0
ATL,20150516,41,2,13,1,17,0,0
ATL,20150517,37,5,10,0,13,2,0
ATL,20150519,31,3,4,0,6,5,0
ATL,20150520,29,2,5,0,8,3,0
ATL,20150521,36,9,11,0,14,4,0
ATL,20150522,31,0,3,0,3,3,0
ATL,20150523,41,3,11,0,16,5,0
ATL,20150524,28,1,6,0,7,6,0
ATL,20150525,35,3,9,0,10,2,0
ATL,20150526,33,0,5,0,6,1,0
ATL,20150527,32,2,5,1,9,4,0
ATL,20150528,31,0,4,0,4,1,0
ATL,20150529,32,2,6,1,9,2,0
ATL,20150530,40,7,14,1,21,2,0
ATL,20150531,38,6,9,2,17,2,0
ATL,20150601,39,7,13,1,19,5,0
ATL,20150602,36,6,10,0,14,2,0
ATL,20150603,39,6,13,3,24,3,0
ATL,20150605,40,7,14,0,16,5,0
ATL,20150606,33,4,9,2,15,2,0
ATL,20150607,32,0,6,0,7,6,0
ATL,20150608,42,3,11,0,13,2,0
ATL,20150609,36,2,11,1,16,2,0
ATL,20150610,33,4,13,0,13,3,0
ATL,20150611,40,3,7,1,12,6,0
ATL,20150612,33,2,9,0,11,7,0
ATL,20150613,47,5,13,1,18,3,0
ATL,20150614,40,5,14,1,20,3,0
ATL,20150615,35,4,9,0,9,1,0
ATL,20150616,38,3,10,0,14,2,0
ATL,20150617,35,5,10,0,12,6,0
ATL,20150618,33,0,6,0,7,3,0
ATL,20150619,30,2,6,0,8,2,0
ATL,20150620,32,3,10,0,13,4,0
ATL,20150621,30,1,6,0,8,3,0
ATL,20150623,36,1,9,1,13,2,0
ATL,20150624,41,0,10,0,11,1,0
ATL,20150625,32,0,6,0,7,2,0
ATL,20150626,34,2,6,1,9,4,0
ATL,20150627,36,4,11,0,15,2,0
ATL,20150628,35,2,8,1,11,4,0
ATL,20150630,35,1,8,1,12,1,0
ATL,20150701,31,3,7,2,13,2,0
ATL,20150702,29,2,5,0,6,0,0
ATL,20150703,30,2,7,2,14,2,0
ATL,20150704,35,8,10,1,16,5,0
ATL,20150705,36,0,7,0,8,2,0
ATL,20150706,41,4,15,1,22,3,0
ATL,20150707,35,4,10,1,16,2,0
ATL,20150708,34,3,7,2,14,5,0
ATL,20150709,37,2,10,0,12,1,0
ATL,20150710,32,1,8,1,11,3,0
ATL,20150711,33,2,6,2,13,5,0
ATL,20150712,34,2,8,0,10,7,0
ATL,20150717,32,4,7,0,10,5,0
ATL,20150718,30,0,2,0,2,3,0
ATL,20150719,34,1,5,0,9,3,0
ATL,20150720,34,6,11,1,19,4,0
ATL,20150721,32,4,9,0,13,5,0
ATL,20150722,30,1,3,0,3,2,0
ATL,20150724,32,2,6,0,7,1,0
ATL,20150725,30,0,7,0,7,1,0
ATL,20150726,36,3,8,1,12,4,0
ATL,20150727,41,1,9,1,14,1,0
ATL,20150728,35,2,8,1,11,4,0
ATL,20150729,30,0,4,0,5,0,0
ATL,20150730,38,1,12,0,12,2,0
ATL,20150731,38,2,10,1,15,0,0
ATL,20150801,33,2,6,1,10,0,0
ATL,20150802,38,4,11,1,15,4,0
ATL,20150803,50,5,17,4,31,3,0
ATL,20150804,37,3,9,0,9,1,0
ATL,20150805,34,1,7,0,9,1,0
ATL,20150806,36,7,12,1,20,3,0
ATL,20150807,34,3,8,0,8,2,0
ATL,20150808,36,6,14,0,19,3,0
ATL,20150809,30,1,3,1,7,3,0
ATL,20150811,31,0,6,0,7,0,0
ATL,20150812,34,5,9,1,15,3,0
ATL,20150814,29,3,8,0,13,6,0
ATL,20150815,35,3,7,1,13,3,0
ATL,20150816,34,2,9,1,15,5,0
ATL,20150817,33,3,7,1,10,2,0
ATL,20150818,33,0,8,0,10,3,0
ATL,20150819,33,2,8,0,9,4,0
ATL,20150820,36,0,8,0,8,2,0
ATL,20150821,37,3,8,0,10,2,0
ATL,20150822,39,5,11,2,21,0,0
ATL,20150823,35,3,8,1,12,3,0
ATL,20150824,35,4,10,2,19,5,0
ATL,20150825,32,1,7,0,8,6,0
ATL,20150826,35,3,10,2,17,8,0
ATL,20150828,35,3,7,1,11,3,0
ATL,20150829,34,0,8,0,9,4,0
ATL,20150830,39,6,12,1,17,6,0
ATL,20150831,27,0,3,0,3,5,0
ATL,20150901,33,1,8,0,9,4,0
ATL,20150902,30,2,5,0,6,7,0
ATL,20150903,28,1,2,0,2,6,0
ATL,20150904,39,2,9,0,12,4,0
ATL,20150905,34,1,5,0,6,5,0
ATL,20150906,34,3,7,0,9,4,0
ATL,20150907,38,5,12,2,22,3,0
ATL,20150908,33,0,7,0,7,3,0
ATL,20150909,42,7,18,1,25,7,0
ATL,20150910,34,2,8,0,10,2,0
ATL,20150911,36,1,9,1,13,2,0
ATL,20150912,30,2,4,1,7,2,0
ATL,20150913,44,6,13,0,13,4,0
ATL,20150915,33,3,10,0,12,2,0
ATL,20150916,33,0,7,0,9,4,0
ATL,20150917,28,0,3,0,3,2,0
ATL,20150918,30,1,7,0,10,0,0
ATL,20150919,30,2,7,0,10,3,0
ATL,20150920,31,2,8,0,9,5,0
ATL,20150921,32,0,5,0,5,2,0
ATL,20150922,35,4,9,2,18,2,0
ATL,20150923,34,4,9,1,13,4,0
ATL,20150925,41,7,16,2,24,4,0
ATL,20150926,31,2,5,0,5,6,0
ATL,20150927,33,5,10,1,16,6,0
ATL,20150929,27,2,5,2,11,2,0
ATL,20150930,30,2,6,0,7,2,0
ATL,20151001,33,0,7,0,7,2,0
ATL,20151002,34,4,9,1,15,6,0
ATL,20151004,64,7,19,3,31,1,0
ATL,20160404,32,3,4,2,10,6,0
ATL,20160406,31,1,8,0,8,3,0
ATL,20160408,33,3,5,0,5,5,0
ATL,20160409,32,2,4,0,5,3,0
ATL,20160410,39,3,11,1,19,9,0
ATL,20160411,33,4,8,0,11,3,0
ATL,20160412,34,1,6,0,8,4,0
ATL,20160413,30,0,5,0,5,4,0
ATL,20160414,31,2,5,0,6,2,0
ATL,20160415,33,6,8,0,9,3,0
ATL,20160416,36,6,10,0,14,2,0
ATL,20160417,37,5,7,0,9,8,0
ATL,20160419,36,7,10,0,11,5,0
ATL,20160420,38,3,7,0,8,3,0
ATL,20160421,40,0,11,0,14,1,0
ATL,20160422,37,3,10,0,11,3,0
ATL,20160423,36,2,10,0,11,1,0
ATL,20160424,38,2,12,0,12,0,0
ATL,20160425,31,0,4,0,5,3,0
ATL,20160426,36,3,8,0,8,3,0
ATL,20160427,37,4,6,1,11,4,0
ATL,20160428,37,4,12,0,15,5,0
ATL,20160429,32,1,7,1,10,2,0
ATL,20160501,34,1,5,0,7,4,0
ATL,20160502,35,1,9,0,12,0,0
ATL,20160503,35,3,8,1,15,3,0
ATL,20160504,30,0,3,0,3,1,0
ATL,20160506,35,2,10,0,10,1,0
ATL,20160507,30,1,4,1,7,4,0
ATL,20160508,42,3,11,0,12,6,0
ATL,20160510,32,2,6,1,10,2,0
ATL,20160511,34,3,10,1,16,2,0
ATL,20160512,36,4,8,0,9,2,0
ATL,20160513,35,0,7,0,8,0,0
ATL,20160514,35,5,11,0,16,4,0
ATL,20160515,49,2,10,0,11,4,0
ATL,20160516,36,3,9,2,20,2,0
ATL,20160517,40,6,15,2,26,4,0
ATL,20160518,35,3,10,1,15,3,0
ATL,20160519,34,2,7,1,13,2,0
ATL,20160520,36,4,8,3,18,5,0
ATL,20160521,33,1,6,0,8,6,0
ATL,20160522,33,0,6,0,6,1,0
ATL,20160524,31,1,5,0,8,5,0
ATL,20160525,46,1,9,1,12,5,0
ATL,20160526,35,1,8,1,13,5,0
ATL,20160527,37,4,14,0,16,6,0
ATL,20160528,31,4,6,1,12,4,0
ATL,20160529,30,0,3,0,4,5,0
ATL,20160530,31,4,6,0,9,2,0
ATL,20160531,27,0,1,0,1,1,0
ATL,20160601,35,5,7,1,15,4,0
ATL,20160602,32,0,4,0,5,3,0
ATL,20160603,34,2,7,0,7,2,0
ATL,20160604,32,0,5,0,5,2,0
ATL,20160605,38,6,12,1,19,2,0
ATL,20160606,36,2,9,0,10,2,0
ATL,20160607,32,2,7,0,10,2,0
ATL,20160608,41,3,14,0,20,3,0
ATL,20160610,36,3,12,2,18,4,0
ATL,20160611,34,2,5,0,8,3,0
ATL,20160612,37,1,7,0,9,1,0
ATL,20160613,36,7,10,2,19,5,0
ATL,20160614,30,0,5,0,5,7,0
ATL,20160615,58,8,19,1,28,7,0
ATL,20160616,34,5,9,1,14,3,0
ATL,20160617,38,5,11,0,15,5,0
ATL,20160618,34,4,7,2,16,3,0
ATL,20160619,39,6,11,1,17,3,0
ATL,20160621,34,2,5,1,8,4,0
ATL,20160622,32,0,6,0,7,2,0
ATL,20160623,34,3,12,1,17,1,0
ATL,20160624,36,4,11,1,18,1,0
ATL,20160625,38,0,9,0,9,2,0
ATL,20160626,36,3,10,2,19,1,0
ATL,20160627,35,2,8,1,13,4,0
ATL,20160628,30,3,5,1,10,1,0
ATL,20160629,35,0,7,0,10,2,0
ATL,20160630,38,7,14,0,22,3,0
ATL,20160701,47,4,11,2,19,4,0
ATL,20160702,34,6,9,2,17,1,0
ATL,20160703,32,1,5,0,7,5,0
ATL,20160704,35,2,6,1,10,3,0
ATL,20160705,29,1,6,1,9,0,0
ATL,20160706,36,3,7,0,9,2,0
ATL,20160707,40,3,6,2,13,4,0
ATL,20160708,40,9,15,3,30,5,0
ATL,20160709,34,3,8,3,18,3,0
ATL,20160710,32,2,6,2,14,3,0
ATL,20160715,33,2,9,0,11,4,0
ATL,20160716,33,2,7,1,11,4,0
ATL,20160717,34,1,7,0,7,5,0
ATL,20160718,35,2,9,1,15,2,0
ATL,20160719,41,3,10,1,13,3,0
ATL,20160720,35,3,9,2,17,0,0
ATL,20160721,34,3,7,0,11,4,0
ATL,20160722,35,2,9,1,16,3,0
ATL,20160723,36,3,9,0,12,3,0
ATL,20160724,30,2,5,0,6,9,0
ATL,20160726,33,2,7,1,11,0,0
ATL,20160727,41,7,16,2,28,3,0
ATL,20160728,38,4,13,0,17,8,0
ATL,20160729,32,2,9,0,11,2,0
ATL,20160730,41,4,14,0,17,1,0
ATL,20160731,28,1,6,1,9,4,0
ATL,20160802,37,3,9,1,15,4,0
ATL,20160803,38,6,15,0,22,3,0
ATL,20160804,31,4,6,0,7,3,0
ATL,20160805,29,0,3,0,4,1,0
ATL,20160806,42,6,15,4,29,4,0
ATL,20160807,37,5,11,0,14,3,0
ATL,20160808,43,3,10,2,18,2,0
ATL,20160809,32,2,6,0,6,4,0
ATL,20160810,34,3,9,2,16,2,0
ATL,20160811,34,2,9,1,14,6,0
ATL,20160812,35,4,9,3,21,6,0
ATL,20160813,37,4,11,1,18,3,0
ATL,20160814,30,1,5,0,6,3,0
ATL,20160816,33,2,6,0,9,4,0
ATL,20160817,34,2,8,2,16,3,0
ATL,20160818,37,1,7,0,9,2,0
ATL,20160819,33,4,7,2,15,4,0
ATL,20160820,41,7,12,0,17,5,0
ATL,20160821,39,7,9,2,17,5,0
ATL,20160822,38,5,12,3,25,5,0
ATL,20160823,39,5,12,0,15,6,0
ATL,20160824,46,7,14,1,21,10,0
ATL,20160825,34,2,8,0,11,5,0
ATL,20160826,33,0,7,0,9,3,0
ATL,20160827,31,1,7,1,13,4,0
ATL,20160828,32,2,6,2,16,3,0
ATL,20160830,34,6,12,0,14,7,0
ATL,20160831,35,7,12,0,15,7,0
ATL,20160901,35,8,11,1,15,5,0
ATL,20160902,40,5,13,1,20,5,0
ATL,20160903,43,5,9,2,18,4,0
ATL,20160904,34,2,8,2,15,7,0
ATL,20160905,39,3,11,0,14,3,0
ATL,20160906,37,7,11,1,17,0,0
ATL,20160907,45,3,13,1,19,4,0
ATL,20160909,37,4,11,1,16,5,0
ATL,20160910,36,3,8,2,15,2,0
ATL,20160911,34,3,11,1,16,2,0
ATL,20160912,41,10,17,1,27,5,0
ATL,20160913,36,3,9,2,16,4,0
ATL,20160914,33,3,9,1,13,3,0
ATL,20160916,36,1,9,0,13,2,0
ATL,20160917,34,7,13,0,16,4,0
ATL,20160918,32,6,12,0,15,4,0
ATL,20160919,40,7,13,1,17,4,0
ATL,20160920,36,3,10,1,15,4,0
ATL,20160921,38,2,9,1,12,1,0
ATL,20160922,33,5,7,2,16,4,0
ATL,20160923,34,3,9,0,12,5,0
ATL,20160924,35,3,8,1,12,2,0
ATL,20160927,34,5,10,2,17,3,0
ATL,20160928,36,10,13,1,23,5,0
ATL,20160929,30,5,7,1,12,7,0
ATL,20160930,33,2,6,2,12,3,0
ATL,20161001,32,4,8,2,15,3,0
ATL,20161002,29,0,6,0,6,1,0
ATL,20170403,33,0,7,0,10,0,0
ATL,20170405,43,3,8,0,14,7,0
ATL,20170406,32,2,6,2,12,0,0
ATL,20170407,36,4,10,0,13,2,0
ATL,20170408,36,3,11,0,15,7,0
ATL,20170409,43,5,13,3,24,2,0
ATL,20170411,34,2,7,1,12,4,0
ATL,20170412,32,4,8,3,17,3,0
ATL,20170414,31,4,9,1,14,4,0
ATL,20170415,33,4,9,2,15,2,0
ATL,20170416,33,9,10,1,15,4,0
ATL,20170417,37,4,12,2,21,1,0
ATL,20170418,31,1,5,0,5,5,0
ATL,20170419,33,4,8,1,11,2,0
ATL,20170420,34,1,7,0,8,3,0
ATL,20170421,33,3,6,2,13,1,0
ATL,20170422,37,3,6,1,10,4,0
ATL,20170423,34,2,6,1,9,3,0
ATL,20170426,43,7,16,0,19,4,0
ATL,20170427,35,4,7,1,11,7,0
ATL,20170428,39,9,12,1,20,4,0
ATL,20170429,45,8,20,4,35,1,0
ATL,20170430,32,3,7,1,10,2,0
ATL,20170501,36,4,9,1,15,2,0
ATL,20170502,34,7,13,1,18,6,0
ATL,20170503,36,5,9,0,12,5,0
ATL,20170505,33,0,7,0,11,4,0
ATL,20170506,31,1,4,1,8,2,0
ATL,20170507,50,4,11,1,15,8,0
ATL,20170509,33,3,6,0,7,4,0
ATL,20170510,30,2,6,2,12,4,0
ATL,20170512,37,7,10,1,14,8,0
ATL,20170513,33,3,7,0,9,4,0
ATL,20170514,34,1,8,0,9,7,0
ATL,20170515,38,7,13,1,19,8,0
ATL,20170516,40,8,15,2,24,2,0
ATL,20170517,33,5,6,1,11,5,0
ATL,20170518,34,0,7,0,8,1,0
ATL,20170519,35,5,12,3,23,7,0
ATL,20170520,32,3,9,3,19,4,0
ATL,20170521,32,2,6,0,10,1,0
ATL,20170522,35,4,13,2,20,4,0
ATL,20170523,39,6,15,1,22,3,0
ATL,20170524,41,4,12,0,17,3,0
ATL,20170525,37,4,11,0,15,1,0
ATL,20170526,34,2,7,0,9,3,0
ATL,20170527,33,2,8,0,12,4,0
ATL,20170528,34,1,7,0,9,3,0
ATL,20170529,34,4,8,0,11,2,0
ATL,20170530,31,2,7,2,13,2,0
ATL,20170531,32,1,6,1,9,1,0
ATL,20170602,40,1,12,1,17,1,0
ATL,20170603,45,2,12,2,19,7,0
ATL,20170604,42,7,14,3,28,6,0
ATL,20170605,34,4,8,0,12,4,0
ATL,20170606,33,1,7,0,8,1,0
ATL,20170607,37,11,12,2,22,6,0
ATL,20170608,32,3,11,0,14,2,0
ATL,20170609,33,3,9,0,12,3,0
ATL,20170610,69,2,11,1,16,4,0
ATL,20170611,32,0,6,0,7,3,0
ATL,20170612,40,5,11,5,27,5,0
ATL,20170613,37,4,13,1,20,4,0
ATL,20170614,44,11,16,1,21,5,0
ATL,20170616,30,0,4,0,5,0,0
ATL,20170617,45,7,16,2,26,2,0
ATL,20170618,33,4,9,0,9,6,0
ATL,20170619,35,7,11,2,19,4,0
ATL,20170620,35,1,9,0,13,1,0
ATL,20170621,39,3,7,3,16,1,0
ATL,20170622,40,8,16,4,28,1,0
ATL,20170623,34,5,8,1,12,4,0
ATL,20170624,33,2,9,1,13,1,0
ATL,20170625,32,0,6,0,6,3,0
ATL,20170627,33,2,8,0,11,1,0
ATL,20170628,32,3,7,0,9,3,0
ATL,20170629,31,0,4,0,5,1,0
ATL,20170630,30,3,4,0,6,2,0
ATL,20170701,35,3,7,0,11,2,0
ATL,20170702,42,4,9,2,18,4,0
ATL,20170704,35,2,8,0,11,4,0
ATL,20170705,36,3,8,1,13,1,0
ATL,20170706,39,5,12,1,20,3,0
ATL,20170707,37,4,7,1,13,5,0
ATL,20170708,43,11,15,2,24,5,0
ATL,20170709,33,2,7,2,16,3,0
ATL,20170714,34,4,9,1,15,0,0
ATL,20170715,38,8,14,2,23,2,0
ATL,20170716,33,5,8,2,18,2,0
ATL,20170717,32,3,6,0,6,3,0
ATL,20170718,35,1,7,1,11,3,0
ATL,20170719,32,2,6,2,13,2,0
ATL,20170720,36,4,11,1,17,2,0
ATL,20170721,41,7,13,3,23,5,0
ATL,20170722,33,2,6,0,8,3,0
ATL,20170723,35,2,5,1,9,3,0
ATL,20170724,31,1,5,1,11,0,0
ATL,20170725,37,4,9,4,23,5,0
ATL,20170726,37,2,11,0,14,5,0
ATL,20170728,36,3,11,2,18,4,0
ATL,20170729,42,1,10,0,15,4,0
ATL,20170730,33,1,8,0,8,4,0
ATL,20170731,37,5,10,2,20,5,0
ATL,20170801,31,1,4,1,7,2,0
ATL,20170802,32,3,9,2,15,6,0
ATL,20170803,38,2,11,1,17,2,0
ATL,20170804,31,3,7,1,11,3,0
ATL,20170805,33,5,9,1,15,4,0
ATL,20170806,31,1,4,0,6,1,0
ATL,20170808,33,2,8,1,11,1,0
ATL,20170809,34,2,9,0,12,1,0
ATL,20170811,31,3,7,1,10,5,0
ATL,20170812,36,5,9,1,13,4,0
ATL,20170813,38,3,12,1,17,2,0
ATL,20170814,34,0,7,0,12,1,0
ATL,20170815,33,3,6,1,12,2,0
ATL,20170816,32,2,7,0,8,2,0
ATL,20170817,39,10,12,4,30,5,0
ATL,20170818,35,3,8,1,13,4,0
ATL,20170819,45,4,15,3,26,4,0
ATL,20170820,36,5,12,1,22,5,0
ATL,20170821,38,4,12,1,18,1,0
ATL,20170822,31,3,11,1,14,5,0
ATL,20170823,39,4,11,0,12,5,0
ATL,20170825,31,4,7,2,15,5,0
ATL,20170826,37,4,13,1,19,1,0
ATL,20170827,30,0,6,0,6,4,0
ATL,20170828,32,1,7,0,8,1,0
ATL,20170830,81,13,28,1,40,10,0
ATL,20170831,33,2,6,1,10,4,0
ATL,20170901,30,0,4,0,5,1,0
ATL,20170902,45,10,17,3,31,5,0
ATL,20170903,34,4,8,0,10,4,0
ATL,20170904,35,1,8,1,13,2,0
ATL,20170906,74,11,22,2,35,6,0
ATL,20170907,37,5,12,1,19,4,0
ATL,20170908,32,1,5,1,8,7,0
ATL,20170909,38,5,13,1,17,8,0
ATL,20170910,43,9,13,1,18,8,0
ATL,20170912,41,5,14,2,27,1,0
ATL,20170913,36,5,10,1,16,8,0
ATL,20170914,33,1,6,1,9,1,0
ATL,20170915,33,2,10,0,12,2,0
ATL,20170916,35,3,8,1,11,3,0
ATL,20170917,34,1,4,0,5,2,0
ATL,20170919,32,2,5,0,6,2,0
ATL,20170920,31,3,4,3,13,2,0
ATL,20170921,31,2,7,0,10,0,0
ATL,20170922,34,6,11,2,19,4,0
ATL,20170923,34,4,9,1,14,5,0
ATL,20170924,33,0,8,0,8,1,0
ATL,20170925,71,8,17,2,29,8,0
ATL,20170926,37,3,11,0,14,4,0
ATL,20170927,35,1,8,0,8,1,0
ATL,20170928,31,1,3,1,6,5,0
ATL,20170929,34,3,10,2,17,6,0
ATL,20170930,34,2,8,0,10,2,0
ATL,20171001,38,5,11,2,21,5,0
ATL,20180329,36,4,9,3,19,5,0
ATL,20180330,38,3,9,0,11,7,0
ATL,20180331,46,12,19,1,29,5,0
ATL,20180402,30,1,4,0,4,1,0
ATL,20180403,38,9,15,2,25,6,0
ATL,20180404,33,5,7,1,14,4,0
ATL,20180406,37,7,11,1,19,7,0
ATL,20180407,35,2,8,0,10,5,0
ATL,20180408,34,3,8,3,19,2,0
ATL,20180409,28,0,2,0,2,0,0
ATL,20180410,31,1,5,0,8,3,0
ATL,20180411,47,5,11,3,23,8,0
ATL,20180413,41,2,12,1,19,5,0
ATL,20180414,41,10,15,1,22,8,0
ATL,20180416,27,1,4,0,4,1,0
ATL,20180417,39,1,8,0,8,5,0
ATL,20180418,35,5,11,2,17,3,0
ATL,20180419,37,9,13,1,22,5,0
ATL,20180420,42,2,8,1,13,3,0
ATL,20180421,32,4,8,0,12,5,0
ATL,20180423,35,4,7,1,11,1,0
ATL,20180424,46,6,11,3,22,5,0
ATL,20180425,40,5,13,1,18,3,0
ATL,20180426,39,6,13,2,24,2,0
ATL,20180427,36,2,9,0,12,1,0
ATL,20180428,35,3,9,1,14,5,0
ATL,20180429,40,8,11,2,25,7,0
ATL,20180501,41,3,15,0,17,2,0
ATL,20180502,38,5,11,3,23,0,0
ATL,20180503,42,6,15,4,29,5,0
ATL,20180504,33,2,8,2,15,3,0
ATL,20180505,34,2,7,0,9,2,0
ATL,20180506,35,3,9,0,10,2,0
ATL,20180508,32,1,4,1,9,4,0
ATL,20180509,33,2,6,1,9,1,0
ATL,20180510,43,4,16,2,24,5,0
ATL,20180511,33,3,5,1,9,4,0
ATL,20180512,37,8,12,4,26,6,0
ATL,20180513,34,3,8,1,12,3,0
ATL,20180514,37,3,9,3,19,8,0
ATL,20180515,32,2,5,2,11,3,0
ATL,20180516,28,4,7,0,11,7,0
ATL,20180518,29,0,4,0,5,3,0
ATL,20180519,30,6,9,2,16,3,0
ATL,20180520,40,9,12,0,12,6,0
ATL,20180521,32,0,5,0,5,1,0
ATL,20180522,37,3,10,1,14,3,0
ATL,20180523,33,0,8,0,10,2,0
ATL,20180525,34,2,7,0,9,4,0
ATL,20180526,37,4,11,2,20,4,0
ATL,20180527,37,5,9,1,15,6,0
ATL,20180528,71,6,21,3,34,7,0
ATL,20180529,37,6,11,1,19,6,0
ATL,20180530,32,1,5,1,9,2,0
ATL,20180531,28,3,7,0,11,7,0
ATL,20180601,32,2,9,1,12,1,0
ATL,20180602,47,1,5,1,9,0,0
ATL,20180603,32,3,7,2,16,5,0
ATL,20180604,36,4,9,0,13,3,0
ATL,20180605,45,11,18,3,33,6,0
ATL,20180606,31,1,4,1,8,3,0
ATL,20180608,32,2,6,1,12,1,0
ATL,20180609,40,5,14,0,20,0,0
ATL,20180610,35,2,7,2,13,0,0
ATL,20180612,32,5,10,2,18,5,0
ATL,20180613,31,2,8,1,14,0,0
ATL,20180614,29,3,5,1,10,4,0
ATL,20180615,34,3,6,1,11,3,0
ATL,20180616,29,1,5,1,8,0,0
ATL,20180617,32,3,7,1,13,1,0
ATL,20180619,42,8,14,2,29,6,0
ATL,20180620,35,4,8,2,15,0,0
ATL,20180622,58,7,14,0,21,8,0
ATL,20180623,39,5,12,0,14,6,0
ATL,20180624,34,6,11,1,18,3,0
ATL,20180625,40,4,10,1,16,7,0
ATL,20180626,34,3,10,0,12,4,0
ATL,20180627,34,4,7,0,7,3,0
ATL,20180629,37,4,10,0,11,6,0
ATL,20180630,42,4,15,2,26,2,0
ATL,20180701,34,4,6,1,11,3,0
ATL,20180702,43,4,9,2,18,1,0
ATL,20180703,39,3,11,3,20,3,0
ATL,20180704,36,2,9,1,14,5,0
ATL,20180705,29,2,3,0,6,3,0
ATL,20180706,31,4,9,0,11,5,0
ATL,20180707,34,5,8,0,13,6,0
ATL,20180708,36,3,10,0,13,5,0
ATL,20180710,34,2,8,0,9,2,0
ATL,20180711,38,6,12,2,22,5,0
ATL,20180713,33,1,6,0,7,2,0
ATL,20180714,32,0,5,0,6,1,0
ATL,20180715,31,5,7,1,12,2,0
ATL,20180720,39,7,12,2,23,4,0
ATL,20180722,38,2,14,0,16,1,0
ATL,20180723,41,11,16,2,28,7,0
ATL,20180724,31,3,6,1,10,4,0
ATL,20180726,35,1,7,1,11,1,0
ATL,20180727,32,1,6,0,7,1,0
ATL,20180728,29,1,3,1,7,5,0
ATL,20180729,33,3,8,1,14,2,0
ATL,20180730,29,4,6,2,14,3,0
ATL,20180731,41,10,19,3,31,3,0
