team,date,AB,RS,H,HR,TB,BB,SF
PHI,20190817,33,3,6,1,12,2,0
PHI,20190818,31,2,4,0,6,2,0
PHI,20190820,35,3,7,0,9,3,0
PHI,20190821,36,4,6,1,13,8,0
PHI,20190823,37,10,11,0,17,11,0
PHI,20190824,38,7,12,1,22,10,0
PHI,20190825,30,1,4,1,7,1,0
PHI,20190826,40,4,11,4,23,4,0
PHI,20190827,37,4,11,1,18,2,0
PHI,20190828,43,12,17,2,31,3,0
PHI,20190830,38,3,12,0,16,4,0
PHI,20190831,36,3,9,1,15,2,0
PHI,20190901,33,5,9,1,16,4,0
PHI,20190902,34,4,6,4,18,2,0
PHI,20190903,36,4,10,1,18,5,0
PHI,20190904,33,3,7,3,18,2,0
PHI,20190905,40,3,7,1,13,2,0
PHI,20190906,35,3,9,1,16,5,0
PHI,20190907,40,5,11,1,15,0,0
PHI,20190908,40,7,13,3,25,4,0
PHI,20190909,32,2,5,2,11,0,0
PHI,20190910,31,4,7,4,21,4,0
PHI,20190911,31,0,5,0,5,5,0
PHI,20190912,35,6,11,4,26,5,0
PHI,20190914,32,1,5,0,6,4,0
PHI,20190915,32,3,7,1,10,4,0
PHI,20190917,36,3,9,2,16,1,0
PHI,20190918,32,3,4,2,11,4,0
PHI,20190919,37,2,11,0,15,1,0
PHI,20190920,33,2,7,0,10,1,0
PHI,20190921,38,6,10,4,25,2,0
PHI,20190922,31,1,5,0,9,2,0
PHI,20190923,33,1,5,0,7,4,0
PHI,20190924,64,4,11,3,21,3,0
PHI,20190925,34,2,8,1,13,0,0
PHI,20190926,32,2,7,2,14,2,0
PHI,20190927,54,2,11,0,17,8,0
PHI,20190928,34,6,10,3,20,6,0
PHI,20190929,40,2,13,2,20,3,0
PIT,20000404,32,2,6,1,9,4,0
PIT,20000405,34,2,9,0,11,3,0
PIT,20000406,40,9,16,2,28,4,0
PIT,20000407,39,7,12,0,17,2,1
PIT,20000408,37,5,12,2,19,4,0
PIT,20000409,30,0,5,0,6,0,0
PIT,20000411,28,3,4,0,5,3,0
PIT,20000412,31,6,10,1,15,3,1
PIT,20000413,35,4,10,0,14,1,1
PIT,20000414,49,5,11,2,23,6,0
PIT,20000415,26,2,4,1,7,1,0
PIT,20000416,40,9,11,2,20,5,0
PIT,20000418,34,5,10,1,16,5,0
PIT,20000419,34,5,8,0,9,5,0
PIT,20000420,49,2,11,0,15,4,0
PIT,20000421,34,2,8,1,13,3,0
PIT,20000422,36,2,9,0,11,3,0
PIT,20000423,33,3,7,0,9,5,0
PIT,20000425,41,4,9,0,13,4,1
PIT,20000426,36,9,12,3,23,4,0
PIT,20000427,31,4,4,1,7,4,0
PIT,20000428,27,2,6,1,11,5,1
PIT,20000429,34,5,8,2,16,3,2
PIT,20000430,33,2,6,0,10,6,0
PIT,20000502,38,10,13,0,17,8,0
PIT,20000503,38,8,13,2,25,4,0
PIT,20000504,29,0,4,0,6,7,0
PIT,20000505,34,4,7,2,15,3,0
PIT,20000506,41,11,16,2,29,5,0
PIT,20000507,39,11,13,3,23,7,0
PIT,20000509,33,0,6,0,7,2,0
PIT,20000510,44,13,20,2,33,2,0
PIT,20000511,34,2,8,1,12,3,0
PIT,20000512,29,1,4,1,7,5,0
PIT,20000513,38,11,16,4,35,5,1
PIT,20000514,29,3,7,2,15,3,0
PIT,20000516,35,2,9,0,10,4,0
PIT,20000517,37,9,13,1,22,5,0
PIT,20000518,39,3,10,0,11,3,0
PIT,20000519,37,13,15,2,25,5,0
PIT,20000520,32,4,9,1,13,4,1
PIT,20000521,35,5,9,4,22,2,0
PIT,20000523,31,1,8,0,10,1,1
PIT,20000524,33,5,8,2,15,3,0
PIT,20000525,36,4,9,1,14,6,0
PIT,20000526,34,2,8,0,11,2,0
PIT,20000527,35,6,12,1,17,2,1
PIT,20000528,33,2,7,1,12,1,0
PIT,20000529,37,10,13,0,17,7,1
PIT,20000530,37,3,11,1,17,3,0
PIT,20000531,29,5,5,2,12,3,1
PIT,20000602,32,9,8,2,16,7,0
PIT,20000603,37,3,8,0,9,5,0
PIT,20000604,45,5,9,3,20,7,0
PIT,20000605,34,5,9,1,15,7,0
PIT,20000606,38,1,11,0,14,3,0
PIT,20000607,33,4,9,2,16,4,0
PIT,20000609,35,5,9,3,19,2,0
PIT,20000610,45,1,13,0,13,4,0
PIT,20000611,46,10,18,1,26,4,0
PIT,20000612,35,8,9,1,13,5,0
PIT,20000613,37,7,10,1,16,2,0
PIT,20000614,36,4,9,1,14,2,0
PIT,20000615,32,2,7,0,10,3,0
PIT,20000616,32,3,8,0,9,3,0
PIT,20000617,44,3,12,0,16,5,0
PIT,20000618,35,4,8,0,12,4,0
PIT,20000619,31,1,6,1,9,6,0
PIT,20000620,30,2,4,1,8,6,0
PIT,20000621,36,8,10,2,20,4,0
PIT,20000622,37,5,11,0,14,4,1
PIT,20000623,33,2,7,0,10,2,1
PIT,20000624,39,8,15,3,27,2,0
PIT,20000625,31,0,5,0,6,2,0
PIT,20000627,29,6,5,1,9,4,0
PIT,20000628,34,4,9,0,13,2,0
PIT,20000629,35,5,7,2,14,3,0
PIT,20000630,38,8,13,0,18,1,1
PIT,20000701,32,3,5,0,12,1,0
PIT,20000702,36,1,9,0,12,1,0
PIT,20000703,28,0,2,0,2,3,0
PIT,20000704,36,10,12,3,22,7,1
PIT,20000705,38,9,12,3,24,4,0
PIT,20000707,37,8,13,2,25,7,0
PIT,20000708,32,4,8,1,14,2,0
PIT,20000709,36,2,8,1,13,2,0
PIT,20000713,35,3,8,0,8,1,0
PIT,20000714,34,3,8,2,15,2,0
PIT,20000715,37,4,10,4,23,4,0
PIT,20000716,34,3,7,2,13,4,0
PIT,20000717,35,6,10,2,20,3,0
PIT,20000718,36,8,8,2,17,5,1
PIT,20000719,27,0,5,0,5,4,0
PIT,20000720,37,9,12,2,21,5,0
PIT,20000721,36,9,11,1,18,4,0
PIT,20000722,29,2,5,0,9,5,0
PIT,20000723,29,1,3,0,3,3,0
PIT,20000725,39,1,6,1,10,2,0
PIT,20000726,32,4,10,1,14,2,0
PIT,20000727,31,3,7,0,9,1,1
PIT,20000728,36,16,14,4,30,6,1
PIT,20000729,40,9,16,2,25,2,0
PIT,20000730,39,8,13,2,23,5,0
PIT,20000801,68,9,20,3,34,7,0
PIT,20000802,34,5,10,2,18,3,0
PIT,20000803,33,2,7,1,10,4,1
PIT,20000804,34,3,11,2,17,3,0
PIT,20000805,41,7,13,0,16,5,0
PIT,20000806,33,1,10,0,11,2,0
PIT,20000807,35,8,13,0,17,3,2
PIT,20000808,36,1,10,0,11,6,0
PIT,20000809,31,3,7,0,8,4,2
PIT,20000811,29,1,4,0,4,3,0
PIT,20000812,34,7,11,2,22,1,0
PIT,20000813,38,6,12,2,22,4,1
PIT,20000814,29,2,5,0,5,5,1
PIT,20000815,33,4,9,3,22,4,0
PIT,20000816,40,10,12,2,20,4,0
PIT,20000818,37,6,11,1,17,2,0
PIT,20000819,34,1,8,0,9,3,0
PIT,20000820,33,7,8,1,14,5,1
PIT,20000821,32,4,6,2,13,2,0
PIT,20000822,37,6,11,3,22,4,0
PIT,20000823,33,2,8,2,16,5,0
PIT,20000825,32,3,9,0,13,4,0
PIT,20000826,36,4,10,1,16,6,0
PIT,20000827,31,2,4,0,4,3,0
PIT,20000828,31,4,6,0,7,7,0
PIT,20000829,31,8,10,1,19,3,0
PIT,20000830,31,0,4,0,5,3,0
PIT,20000831,37,2,10,1,16,3,0
PIT,20000901,42,3,10,0,12,2,0
PIT,20000902,34,6,8,0,9,11,0
PIT,20000903,51,8,11,1,14,6,0
PIT,20000904,40,12,13,2,21,8,0
PIT,20000905,42,7,15,1,20,5,0
PIT,20000906,38,8,12,0,14,4,1
PIT,20000908,57,10,17,1,27,11,0
PIT,20000909,35,4,9,0,14,6,0
PIT,20000910,31,4,6,0,7,4,2
PIT,20000911,34,4,7,1,11,4,0
PIT,20000912,35,1,7,0,11,4,0
PIT,20000913,36,5,10,0,15,2,0
PIT,20000914,35,7,12,2,18,7,0
PIT,20000915,39,7,12,2,20,2,0
PIT,20000916,40,9,16,0,19,7,3
PIT,20000917,34,3,8,1,12,2,0
PIT,20000918,36,6,11,0,14,6,0
PIT,20000919,41,12,13,2,24,4,0
PIT,20000920,39,7,12,2,22,6,1
PIT,20000921,30,2,5,1,8,3,1
PIT,20000923,79,8,24,1,31,8,0
PIT,20000924,31,5,6,0,7,4,0
PIT,20000926,34,9,10,2,19,6,0
PIT,20000927,34,1,4,1,7,1,0
PIT,20000928,30,3,3,1,6,3,0
PIT,20000929,35,8,13,0,14,11,0
PIT,20000930,29,4,7,1,13,2,1
PIT,20001001,41,9,14,2,23,2,0
PIT,20010403,36,2,7,0,10,4,0
PIT,20010404,37,6,7,2,15,2,0
PIT,20010405,31,1,7,1,10,0,0
PIT,20010406,32,1,5,0,6,4,1
PIT,20010407,38,5,13,2,20,5,0
PIT,20010408,39,9,12,3,22,3,0
PIT,20010409,32,2,6,0,6,2,0
PIT,20010411,32,6,10,1,15,5,1
PIT,20010412,34,6,7,2,14,1,0
PIT,20010413,32,2,6,0,7,1,0
PIT,20010414,37,6,11,2,21,2,0
PIT,20010415,29,1,5,0,5,4,0
PIT,20010416,27,3,5,0,5,5,0
PIT,20010418,35,8,12,2,21,2,0
PIT,20010420,32,2,6,1,12,0,0
PIT,20010421,35,3,9,2,17,0,0
PIT,20010422,41,4,12,1,18,4,1
PIT,20010424,34,5,7,1,12,6,0
PIT,20010425,35,5,10,1,15,4,0
PIT,20010426,32,3,6,1,11,4,0
PIT,20010427,33,3,6,2,16,3,0
PIT,20010428,31,1,5,0,7,2,0
PIT,20010429,31,1,6,0,7,3,1
PIT,20010501,31,6,7,2,16,6,0
PIT,20010502,34,6,7,3,18,8,0
PIT,20010503,32,4,6,2,14,2,0
PIT,20010504,34,3,6,0,7,2,0
PIT,20010505,35,11,12,1,21,6,0
PIT,20010506,39,4,9,1,15,2,0
PIT,20010507,30,0,4,0,4,1,0
PIT,20010508,30,2,4,0,5,3,0
PIT,20010509,32,2,5,2,13,1,0
PIT,20010510,31,5,4,1,8,7,1
PIT,20010511,30,3,6,0,10,6,0
PIT,20010512,47,4,13,2,19,7,0
PIT,20010513,30,1,5,1,9,4,0
PIT,20010514,38,8,13,1,20,5,0
PIT,20010515,34,3,9,1,14,3,0
PIT,20010516,33,0,7,0,10,1,0
PIT,20010517,33,1,8,1,13,3,0
PIT,20010519,33,6,9,0,15,9,0
PIT,20010520,36,8,12,0,14,4,0
PIT,20010523,68,2,13,1,18,3,0
PIT,20010524,33,5,8,1,15,3,1
PIT,20010525,32,0,7,0,7,2,0
PIT,20010526,35,3,8,1,12,5,0
PIT,20010527,36,6,12,2,22,5,1
PIT,20010528,37,8,12,2,21,1,0
PIT,20010529,32,0,8,0,10,2,0
PIT,20010530,39,7,12,2,20,5,0
PIT,20010601,32,1,4,1,8,2,0
PIT,20010603,73,10,19,1,27,6,1
PIT,20010605,32,5,8,1,12,8,0
PIT,20010606,35,2,8,0,14,3,0
PIT,20010607,33,3,7,0,10,5,0
PIT,20010608,36,6,9,2,16,4,0
PIT,20010609,34,2,8,1,11,3,0
PIT,20010610,39,11,11,2,21,7,0
PIT,20010612,39,13,15,2,27,6,1
PIT,20010613,34,3,11,0,12,3,0
PIT,20010614,36,3,12,1,17,3,0
PIT,20010615,33,6,11,1,15,3,0
PIT,20010616,29,6,8,1,13,2,1
PIT,20010617,30,1,3,0,4,1,0
PIT,20010619,37,8,17,1,24,3,0
PIT,20010620,35,5,8,1,14,4,0
PIT,20010621,31,3,5,0,8,2,1
PIT,20010622,32,5,7,1,12,3,0
PIT,20010623,33,7,13,0,16,6,0
PIT,20010624,35,4,8,1,14,5,0
PIT,20010625,33,6,10,3,22,4,0
PIT,20010626,45,7,10,1,16,8,0
PIT,20010627,31,6,10,2,17,4,1
PIT,20010628,28,1,7,0,9,7,0
PIT,20010629,31,3,5,2,12,6,0
PIT,20010630,38,6,11,4,25,3,0
PIT,20010701,33,3,7,0,9,2,1
PIT,20010702,40,10,13,1,20,6,0
PIT,20010703,32,3,9,2,16,4,1
PIT,20010704,44,14,19,5,36,5,0
PIT,20010705,34,1,8,0,10,0,0
PIT,20010706,36,10,11,1,15,7,0
PIT,20010707,32,1,4,0,5,4,0
PIT,20010708,34,2,7,1,12,0,0
PIT,20010712,28,2,5,1,8,3,0
PIT,20010713,32,1,11,0,13,0,0
PIT,20010714,31,4,6,2,14,2,1
PIT,20010715,33,2,7,0,8,2,0
PIT,20010716,34,4,7,3,17,3,0
PIT,20010717,30,1,5,0,6,2,0
PIT,20010718,32,5,6,2,12,3,2
PIT,20010719,36,3,11,1,17,2,0
PIT,20010720,31,4,4,3,13,2,0
PIT,20010721,34,2,9,0,11,1,0
PIT,20010722,35,1,9,0,10,3,0
PIT,20010724,34,2,10,0,12,2,0
PIT,20010725,34,5,11,1,16,2,0
PIT,20010726,32,2,6,0,9,3,0
PIT,20010727,33,3,10,1,13,3,0
PIT,20010728,73,12,23,3,36,5,1
PIT,20010729,29,4,7,1,11,3,1
PIT,20010731,43,7,13,1,22,5,1
PIT,20010801,27,1,2,1,5,1,0
PIT,20010802,27,0,3,0,3,2,0
PIT,20010803,36,7,11,2,20,0,1
PIT,20010804,36,6,9,3,21,5,0
PIT,20010805,33,5,9,1,16,4,1
PIT,20010807,32,1,7,0,9,2,0
PIT,20010808,33,4,11,0,11,5,2
PIT,20010809,34,8,11,2,25,3,0
PIT,20010810,34,2,7,0,10,3,0
PIT,20010811,33,2,7,0,7,2,0
PIT,20010812,36,7,13,1,18,1,0
PIT,20010813,30,0,5,0,5,1,0
PIT,20010814,38,3,10,2,18,1,0
PIT,20010815,34,2,8,1,12,1,0
PIT,20010816,34,3,10,3,20,1,0
PIT,20010817,34,4,8,3,18,1,0
PIT,20010818,31,0,2,0,2,1,0
PIT,20010819,34,2,7,0,10,0,0
PIT,20010821,28,4,9,0,9,1,0
PIT,20010822,28,0,4,0,4,3,0
PIT,20010823,30,5,6,2,13,2,0
PIT,20010824,33,1,7,1,11,2,0
PIT,20010825,33,8,7,2,15,4,0
PIT,20010826,33,1,7,0,8,2,0
PIT,20010827,32,5,9,2,16,4,0
PIT,20010828,33,6,10,0,13,7,0
PIT,20010829,36,8,12,2,22,8,0
PIT,20010831,31,3,7,1,13,1,1
PIT,20010901,35,7,8,0,10,5,0
PIT,20010902,40,6,11,1,16,3,0
PIT,20010903,69,10,18,2,29,8,2
PIT,20010904,27,5,6,0,8,6,1
PIT,20010905,30,5,8,0,8,5,1
PIT,20010906,36,6,10,0,13,3,0
PIT,20010907,29,2,6,0,7,5,0
PIT,20010908,32,5,10,2,18,4,0
PIT,20010909,40,3,13,0,16,5,0
PIT,20010917,32,1,5,0,6,3,0
PIT,20010918,32,4,6,2,14,2,0
PIT,20010919,37,2,11,0,14,2,0
PIT,20010920,29,1,4,1,7,3,0
PIT,20010921,35,5,8,1,12,1,0
PIT,20010922,31,1,5,1,10,1,0
PIT,20010923,31,2,7,1,11,2,0
PIT,20010924,34,7,10,2,19,5,0
PIT,20010925,38,12,15,2,24,8,1
PIT,20010926,36,4,10,1,14,4,0
PIT,20010928,34,3,6,2,13,3,0
PIT,20010929,31,0,5,0,5,3,0
PIT,20010930,29,3,3,1,6,2,0
PIT,20011001,34,5,11,1,15,2,2
PIT,20011002,41,10,15,1,22,3,1
PIT,20011003,29,0,2,0,2,2,0
PIT,20011005,31,2,4,1,7,5,1
PIT,20011006,29,2,2,0,2,7,0
PIT,20011007,33,4,7,1,11,6,0
PIT,20020401,31,1,4,0,4,4,1
PIT,20020403,36,5,11,0,12,4,1
PIT,20020404,34,3,8,1,11,2,0
PIT,20020405,31,2,6,0,11,3,0
PIT,20020406,35,6,10,0,13,4,0
PIT,20020408,27,1,4,0,6,3,1
PIT,20020410,32,5,6,1,13,4,0
PIT,20020411,34,2,7,1,12,1,0
PIT,20020412,31,3,5,2,11,4,1
PIT,20020413,29,3,6,1,10,1,0
PIT,20020414,25,1,5,0,6,2,0
PIT,20020415,37,6,12,1,19,3,0
PIT,20020416,30,5,7,2,14,6,0
PIT,20020417,32,3,8,1,13,4,0
PIT,20020419,31,7,7,1,12,3,0
PIT,20020420,33,6,11,0,13,4,0
PIT,20020421,37,9,15,0,20,5,0
PIT,20020423,35,4,9,0,11,6,0
PIT,20020424,36,1,8,0,12,3,0
PIT,20020425,26,3,5,0,6,7,0
PIT,20020426,33,1,6,0,7,2,0
PIT,20020428,63,5,17,1,28,6,1
PIT,20020430,30,0,3,0,3,3,0
PIT,20020501,29,0,3,0,4,2,0
PIT,20020502,29,2,2,0,2,3,0
PIT,20020503,35,6,11,2,19,5,0
PIT,20020504,32,0,7,0,10,3,0
PIT,20020505,33,5,9,0,11,3,1
PIT,20020506,35,3,9,1,14,1,0
PIT,20020507,37,6,10,1,17,1,0
PIT,20020508,32,3,6,1,9,3,0
PIT,20020510,30,5,8,1,13,3,0
PIT,20020511,27,4,5,0,7,4,1
PIT,20020512,32,0,4,0,5,6,0
PIT,20020513,33,0,6,0,7,0,0
PIT,20020514,30,2,7,1,11,1,0
PIT,20020515,31,2,4,1,8,4,0
PIT,20020516,33,1,9,0,11,1,0
PIT,20020517,32,4,6,1,11,1,0
PIT,20020518,31,1,4,0,6,2,0
PIT,20020519,32,5,9,1,14,6,1
PIT,20020521,68,12,18,2,32,9,3
PIT,20020522,32,4,7,1,10,5,0
PIT,20020523,36,6,10,3,23,3,0
PIT,20020524,33,5,9,1,14,3,0
PIT,20020525,29,3,3,2,9,3,0
PIT,20020526,36,3,9,2,18,1,0
PIT,20020527,35,3,8,1,13,5,0
PIT,20020528,28,0,2,0,2,3,0
PIT,20020529,37,4,13,0,16,0,0
PIT,20020530,37,8,10,1,16,4,0
PIT,20020531,35,3,11,0,13,4,0
PIT,20020601,35,4,8,1,12,3,0
PIT,20020602,34,5,9,1,14,7,1
PIT,20020603,36,5,12,0,15,4,1
PIT,20020604,34,5,6,3,15,5,0
PIT,20020605,30,1,3,0,4,0,0
PIT,20020607,34,4,12,0,17,4,0
PIT,20020608,44,8,15,1,19,4,2
PIT,20020609,30,5,7,3,18,6,0
PIT,20020610,36,3,9,1,16,2,0
PIT,20020611,37,7,12,1,19,4,0
PIT,20020612,36,5,12,0,14,3,1
PIT,20020614,43,3,12,2,19,2,0
PIT,20020615,36,3,9,2,17,1,0
PIT,20020616,35,5,10,2,18,3,0
PIT,20020618,33,2,8,1,11,3,0
PIT,20020619,38,2,9,1,13,3,0
PIT,20020620,36,3,8,1,12,1,0
PIT,20020621,32,0,5,0,5,0,0
PIT,20020622,32,2,5,0,7,2,0
PIT,20020623,34,4,7,1,12,4,0
PIT,20020625,32,4,10,0,13,6,0
PIT,20020626,32,7,10,2,16,2,0
PIT,20020627,22,2,5,0,6,5,1
PIT,20020628,35,3,10,0,11,2,1
PIT,20020629,35,1,9,0,9,3,0
PIT,20020630,38,6,13,1,19,2,0
PIT,20020701,27,0,3,0,3,5,0
PIT,20020702,36,6,9,4,23,6,0
PIT,20020703,31,3,8,2,15,2,0
PIT,20020704,38,6,12,2,21,2,0
PIT,20020705,32,4,10,1,15,5,0
PIT,20020706,34,2,7,0,8,5,1
PIT,20020707,31,1,4,0,4,6,0
PIT,20020711,38,3,9,1,13,3,0
PIT,20020712,34,9,9,3,22,4,1
PIT,20020713,32,5,8,3,17,6,0
PIT,20020714,33,3,7,1,10,6,0
PIT,20020715,34,5,7,1,12,6,0
PIT,20020716,36,7,11,1,18,2,1
PIT,20020717,28,6,7,1,12,5,0
PIT,20020718,36,5,9,0,10,6,0
PIT,20020719,36,12,15,2,25,5,0
PIT,20020720,35,15,14,3,24,8,1
PIT,20020721,37,4,10,0,11,3,0
PIT,20020722,39,6,12,1,21,4,2
PIT,20020723,30,2,7,2,14,3,0
PIT,20020724,37,5,11,2,20,0,0
PIT,20020725,31,0,6,0,6,0,0
PIT,20020726,32,3,5,1,9,3,0
PIT,20020727,30,0,4,0,7,1,0
PIT,20020728,30,0,5,0,5,7,0
PIT,20020730,29,4,6,0,10,6,0
PIT,20020731,34,7,12,1,20,3,1
PIT,20020801,29,0,2,0,2,2,0
PIT,20020802,36,6,11,2,20,3,0
PIT,20020803,36,6,9,1,17,2,0
PIT,20020804,33,5,6,2,13,3,1
PIT,20020806,33,3,8,3,18,4,0
PIT,20020807,33,0,6,0,7,5,0
PIT,20020808,36,5,9,2,16,6,0
PIT,20020809,32,4,6,1,9,4,0
PIT,20020810,31,3,7,0,8,3,0
PIT,20020811,40,3,9,0,14,7,0
PIT,20020812,34,5,12,1,16,2,3
PIT,20020813,32,5,9,0,9,5,1
PIT,20020814,30,3,4,1,7,5,0
PIT,20020815,31,5,6,0,8,11,2
PIT,20020816,34,3,8,1,12,3,0
PIT,20020817,29,5,6,0,8,8,0
PIT,20020818,31,3,8,1,12,4,1
PIT,20020819,32,2,5,0,5,4,0
PIT,20020820,37,8,11,5,27,4,0
PIT,20020821,29,1,3,1,6,2,0
PIT,20020822,34,4,7,2,15,5,0
PIT,20020823,35,6,8,2,16,11,0
PIT,20020824,40,17,16,2,31,8,1
PIT,20020825,35,3,9,1,13,5,1
PIT,20020827,33,4,6,0,8,6,0
PIT,20020828,36,1,10,0,10,3,0
PIT,20020829,27,4,5,1,10,7,0
PIT,20020830,35,3,10,0,13,6,0
PIT,20020831,36,2,9,0,13,3,0
PIT,20020901,34,4,9,0,12,2,1
PIT,20020902,34,1,7,1,11,2,0
PIT,20020903,35,3,8,2,16,7,0
PIT,20020904,32,0,5,0,6,6,0
PIT,20020906,37,11,14,2,22,4,0
PIT,20020907,34,4,8,2,15,3,0
PIT,20020908,36,1,8,0,9,2,0
PIT,20020909,36,8,12,1,18,7,0
PIT,20020910,30,0,6,0,8,4,0
PIT,20020911,32,4,4,2,12,1,0
PIT,20020913,34,5,5,1,12,2,0
PIT,20020914,32,1,5,0,7,5,0
PIT,20020915,32,0,2,0,2,3,0
PIT,20020916,30,3,7,1,12,4,0
PIT,20020917,36,10,9,0,12,11,1
PIT,20020918,31,3,7,0,8,6,0
PIT,20020919,38,3,14,0,14,3,1
PIT,20020920,33,5,8,1,14,3,0
PIT,20020921,36,2,10,1,16,5,0
PIT,20020922,31,5,10,0,11,3,2
PIT,20020924,35,6,12,0,14,3,0
PIT,20020925,26,4,5,1,8,5,0
PIT,20020927,46,12,19,2,31,7,0
PIT,20020928,34,4,8,2,16,1,0
PIT,20020929,37,3,11,2,18,4,0
PIT,20030331,38,6,12,3,24,5,0
PIT,20030402,38,3,10,3,19,4,0
PIT,20030403,38,5,12,2,23,2,1
PIT,20030404,37,6,12,2,19,4,0
PIT,20030405,36,1,10,0,12,2,0
PIT,20030406,34,1,8,0,9,4,0
PIT,20030408,32,1,5,1,8,2,0
PIT,20030409,33,2,6,0,8,2,0
PIT,20030410,30,1,7,1,11,1,0
PIT,20030411,32,3,8,0,8,3,1
PIT,20030412,30,0,4,0,4,5,0
PIT,20030413,32,3,4,0,6,4,0
PIT,20030415,32,1,5,0,5,6,0
PIT,20030416,37,6,12,1,18,2,0
PIT,20030417,34,2,9,0,10,2,0
PIT,20030418,30,2,3,1,7,5,0
PIT,20030419,34,1,6,0,8,2,0
PIT,20030420,32,7,10,0,10,5,0
PIT,20030422,31,5,6,0,7,5,0
PIT,20030423,56,3,16,1,23,2,0
PIT,20030424,34,1,7,0,8,3,0
PIT,20030425,30,2,5,1,10,1,1
PIT,20030426,33,3,7,0,10,3,0
PIT,20030427,31,2,9,0,12,3,1
PIT,20030429,41,7,13,1,23,3,0
PIT,20030430,37,4,9,2,17,7,1
PIT,20030501,36,3,9,1,15,5,0
PIT,20030502,35,2,7,0,7,7,0
PIT,20030503,32,1,6,0,6,3,0
PIT,20030504,32,1,5,0,5,1,0
PIT,20030505,30,1,4,1,7,1,0
PIT,20030506,38,9,12,2,22,5,1
PIT,20030507,34,4,9,0,11,7,0
PIT,20030508,33,2,6,0,7,5,0
PIT,20030509,30,0,4,0,4,0,0
PIT,20030510,31,4,7,3,17,1,0
PIT,20030511,35,1,6,0,7,4,0
PIT,20030512,36,3,12,1,17,8,1
PIT,20030513,33,3,8,0,8,5,0
PIT,20030514,28,2,7,1,10,5,0
PIT,20030515,34,2,9,0,11,3,0
PIT,20030516,48,6,14,2,23,5,0
PIT,20030517,36,6,9,1,15,4,0
PIT,20030518,38,3,12,2,19,4,0
PIT,20030521,29,5,8,2,14,4,1
PIT,20030522,32,2,7,2,14,2,0
PIT,20030523,45,7,15,2,28,5,0
PIT,20030524,33,0,9,0,10,2,0
PIT,20030525,33,6,10,0,13,8,1
PIT,20030526,34,10,8,0,8,10,0
PIT,20030527,41,9,14,0,18,4,0
PIT,20030528,36,4,9,0,13,1,0
PIT,20030530,38,4,12,2,21,4,0
PIT,20030531,38,2,9,1,13,1,0
PIT,20030601,36,2,8,2,15,0,0
PIT,20030604,65,5,14,1,22,7,1
PIT,20030605,32,5,11,1,14,4,2
PIT,20030607,37,6,12,0,14,2,1
PIT,20030608,34,4,9,0,12,8,0
PIT,20030610,42,6,14,3,25,2,1
PIT,20030611,39,3,12,1,18,2,0
PIT,20030612,32,4,6,1,10,4,0
PIT,20030613,25,1,1,0,1,11,1
PIT,20030614,41,12,17,1,29,7,1
PIT,20030615,39,9,11,0,16,4,0
PIT,20030618,71,10,24,3,39,2,0
PIT,20030619,35,2,9,0,11,5,0
PIT,20030620,52,3,10,2,21,8,0
PIT,20030621,60,7,16,2,28,5,0
PIT,20030622,39,4,10,1,16,4,0
PIT,20030623,29,0,3,0,4,4,0
PIT,20030624,34,3,8,0,11,5,0
PIT,20030625,35,6,9,2,16,4,1
PIT,20030627,31,5,8,1,11,7,0
PIT,20030628,37,4,11,1,16,2,1
PIT,20030629,35,5,11,1,17,4,1
PIT,20030701,38,2,12,2,20,1,0
PIT,20030702,33,3,7,1,14,3,0
PIT,20030703,35,4,12,3,24,3,0
PIT,20030704,30,3,5,1,9,4,0
PIT,20030705,32,4,9,0,13,2,0
PIT,20030706,37,6,14,3,27,4,0
PIT,20030707,28,2,4,0,7,5,0
PIT,20030708,40,7,12,3,25,3,1
PIT,20030709,41,1,6,0,9,3,0
PIT,20030710,36,2,10,2,17,4,0
PIT,20030711,30,2,6,1,9,1,1
PIT,20030712,37,4,10,1,15,2,0
PIT,20030713,34,1,8,1,12,1,0
PIT,20030717,34,2,9,1,13,4,1
PIT,20030718,36,7,13,0,20,2,0
PIT,20030719,35,0,8,0,8,1,0
PIT,20030720,33,6,10,2,16,5,0
PIT,20030721,34,5,10,1,15,5,0
PIT,20030722,28,0,3,0,3,3,0
PIT,20030723,38,5,12,3,23,4,0
PIT,20030724,43,7,10,0,15,8,2
PIT,20030725,38,7,10,2,22,7,0
PIT,20030726,39,8,12,0,18,5,0
PIT,20030727,31,2,6,0,7,4,0
PIT,20030728,37,2,11,1,16,4,0
PIT,20030729,34,6,7,1,11,9,0
PIT,20030730,31,3,8,3,19,3,0
PIT,20030731,35,5,8,3,18,7,0
PIT,20030801,39,10,13,1,21,9,1
PIT,20030802,27,1,3,0,5,4,0
PIT,20030803,37,4,11,1,17,3,0
PIT,20030805,32,0,6,0,9,2,0
PIT,20030806,33,2,7,0,13,3,0
PIT,20030807,32,3,7,1,10,7,1
PIT,20030808,35,3,10,1,13,4,0
PIT,20030809,38,8,11,3,25,4,0
PIT,20030810,38,3,9,1,16,3,0
PIT,20030811,42,3,17,1,24,2,0
PIT,20030812,38,6,12,4,24,3,1
PIT,20030813,38,6,13,3,27,3,0
PIT,20030814,33,3,7,0,9,1,1
PIT,20030815,32,3,8,1,11,3,1
PIT,20030816,38,3,10,2,18,6,0
PIT,20030817,34,3,12,3,21,2,0
